,Disease,Disease Type,Year,Week,Current Year,Previous Year,Median Previous 5 Years,Cumulative Current Year,Cumulative Previous Year,Cumulative Median Previous 5 Years
3100,Acute Hepatitis B,OTHER DISEASES,2024,30,2,0,0,25,20,20
3101,Acute Hepatitis C,OTHER DISEASES,2024,30,0,1,0,9,7,11
3102,Botulism,OTHER DISEASES,2024,30,0,0,0,0,0,0
3103,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,31,0,0,0,30,27,18
3104,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,31,1,2,1,23,37,28
3105,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,31,10,7,7,304,258,292
3106,Cholera,FOOD/WATER-BORNE DISEASES,2024,31,1,0,0,1,0,0
3107,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,31,0,1,0,14,8,8
3108,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,31,0,0,0,0,0,0
3109,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,31,34,13,26,845,761,854
3110,Typhoid,FOOD/WATER-BORNE DISEASES,2024,31,1,2,2,31,43,39
3111,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,31,1,0,0,8,5,10
3112,Dengue Fever,VECTOR-BORNE DISEASES,2024,31,274,162,597,10661,5366,9159
3113,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,31,0,0,2,34,3,32
3114,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,31,0,0,0,1,0,0
3115,Leptospirosis,VECTOR-BORNE DISEASES,2024,31,2,1,1,30,41,19
3116,Malaria,VECTOR-BORNE DISEASES,2024,31,0,2,0,14,10,10
3117,Murine Typhus,VECTOR-BORNE DISEASES,2024,31,4,0,0,40,7,5
3118,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,31,0,0,0,0,0,0
3119,Plague,VECTOR-BORNE DISEASES,2024,31,0,0,0,0,0,0
3120,Yellow Fever,VECTOR-BORNE DISEASES,2024,31,0,0,0,0,0,0
3121,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,31,0,0,0,9,24,4
3122,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,31,0,0,0,0,0,0
3123,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,31,0,0,0,0,0,0
3124,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,31,0,0,0,0,0,0
3125,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,31,0,0,0,0,0,1
3126,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,31,2,0,0,20,11,11
3127,Measles,AIR/DROPLET-BORNE DISEASES,2024,31,0,0,0,8,6,6
3128,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,31,1,2,1,36,24,24
3129,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,31,0,1,0,1,2,2
3130,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,31,0,0,0,0,0,0
3131,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,31,0,0,,10,7,
3132,Mumps,AIR/DROPLET-BORNE DISEASES,2024,31,4,2,2,155,105,118
3133,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,31,4,2,0,64,13,11
3134,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,31,2,3,1,73,79,36
3135,Rubella,AIR/DROPLET-BORNE DISEASES,2024,31,0,0,0,0,0,0
3136,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,31,0,0,0,0,0,0
3137,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,31,0,0,0,1,1,0
3138,Acute Hepatitis B,OTHER DISEASES,2024,31,1,1,1,26,21,21
3139,Acute Hepatitis C,OTHER DISEASES,2024,31,0,0,0,9,7,11
3140,Botulism,OTHER DISEASES,2024,31,0,0,0,0,0,0
3141,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,32,0,0,0,30,27,18
3142,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,32,1,1,0,24,38,28
3143,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,32,7,5,5,311,263,297
3144,Cholera,FOOD/WATER-BORNE DISEASES,2024,32,1,0,0,2,0,0
3145,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,32,0,0,0,14,8,8
3146,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,32,0,0,0,0,0,0
3147,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,32,31,34,30,876,795,865
3148,Typhoid,FOOD/WATER-BORNE DISEASES,2024,32,2,0,1,33,43,43
3149,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,32,1,0,0,9,5,10
3150,Dengue Fever,VECTOR-BORNE DISEASES,2024,32,218,196,521,10879,5562,9680
3151,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,32,0,0,0,34,3,32
3152,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,32,0,0,0,1,0,0
3153,Leptospirosis,VECTOR-BORNE DISEASES,2024,32,0,0,1,30,41,20
3154,Malaria,VECTOR-BORNE DISEASES,2024,32,0,0,0,14,10,10
3155,Murine Typhus,VECTOR-BORNE DISEASES,2024,32,6,0,0,46,7,5
3156,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,32,0,0,0,0,0,0
3157,Plague,VECTOR-BORNE DISEASES,2024,32,0,0,0,0,0,0
3158,Yellow Fever,VECTOR-BORNE DISEASES,2024,32,0,0,0,0,0,0
3159,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,32,0,0,0,9,24,4
3160,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,32,0,0,0,0,0,0
3161,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,32,0,0,0,0,0,0
3162,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,32,0,0,0,0,0,0
3163,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,32,0,0,0,0,0,1
3164,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,32,0,0,0,20,11,11
3165,Measles,AIR/DROPLET-BORNE DISEASES,2024,32,0,0,0,8,6,6
3166,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,32,0,0,1,36,24,24
3167,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,32,0,1,0,1,3,3
3168,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,32,0,0,0,0,0,0
3169,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,32,2,0,,12,7,
3170,Mumps,AIR/DROPLET-BORNE DISEASES,2024,32,6,1,3,161,106,121
3171,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,32,2,0,0,66,13,11
3172,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,32,0,2,1,73,81,36
3173,Rubella,AIR/DROPLET-BORNE DISEASES,2024,32,0,0,0,0,0,0
3174,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,32,0,0,0,0,0,0
3175,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,32,0,0,0,1,1,0
3176,Acute Hepatitis B,OTHER DISEASES,2024,32,0,0,0,26,21,21
3177,Acute Hepatitis C,OTHER DISEASES,2024,32,0,0,0,9,7,11
3178,Botulism,OTHER DISEASES,2024,32,0,0,0,0,0,0
3179,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,33,1,0,1,31,27,19
3180,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,33,0,1,0,24,39,28
3181,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,33,8,5,17,319,268,316
3182,Cholera,FOOD/WATER-BORNE DISEASES,2024,33,0,0,0,2,0,0
3183,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,33,0,0,0,14,8,8
3184,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,33,0,0,0,0,0,0
3185,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,33,36,31,31,912,826,882
3186,Typhoid,FOOD/WATER-BORNE DISEASES,2024,33,2,1,1,35,44,44
3187,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,33,1,1,0,10,6,10
3188,Dengue Fever,VECTOR-BORNE DISEASES,2024,33,215,192,522,11094,5754,10202
3189,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,33,1,0,0,35,3,32
3190,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,33,0,0,0,1,0,0
3191,Leptospirosis,VECTOR-BORNE DISEASES,2024,33,1,1,1,31,42,21
3192,Malaria,VECTOR-BORNE DISEASES,2024,33,0,3,0,14,13,10
3193,Murine Typhus,VECTOR-BORNE DISEASES,2024,33,4,0,0,50,7,5
3194,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,33,0,0,0,0,0,0
3195,Plague,VECTOR-BORNE DISEASES,2024,33,0,0,0,0,0,0
3196,Yellow Fever,VECTOR-BORNE DISEASES,2024,33,0,0,0,0,0,0
3197,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,33,0,0,0,9,24,4
3198,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,33,0,0,0,0,0,0
3199,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,33,0,0,0,0,0,0
3200,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,33,0,0,0,0,0,0
3201,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,33,0,0,0,0,0,1
3202,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,33,1,0,0,21,11,11
3203,Measles,AIR/DROPLET-BORNE DISEASES,2024,33,0,0,0,8,6,6
3204,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,33,0,0,0,36,24,24
3205,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,33,0,0,0,1,3,3
3206,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,33,0,0,0,0,0,0
3207,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,33,1,0,,13,7,
3208,Mumps,AIR/DROPLET-BORNE DISEASES,2024,33,3,2,3,164,108,124
3209,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,33,3,0,0,69,13,11
3210,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,33,2,5,2,75,86,37
3211,Rubella,AIR/DROPLET-BORNE DISEASES,2024,33,0,0,0,0,0,0
3212,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,33,0,0,0,0,0,0
3213,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,33,0,0,0,1,1,0
3214,Acute Hepatitis B,OTHER DISEASES,2024,33,1,1,0,29,22,22
3215,Acute Hepatitis C,OTHER DISEASES,2024,33,0,0,0,9,7,11
3216,Botulism,OTHER DISEASES,2024,33,0,0,0,0,0,0
3217,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,34,3,0,0,34,27,19
3218,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,34,1,1,1,24,40,28
3219,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,34,9,8,8,328,276,325
3220,Cholera,FOOD/WATER-BORNE DISEASES,2024,34,1,0,0,3,0,0
3221,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,34,0,0,0,14,8,8
3222,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,34,0,0,0,0,0,0
3223,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,34,31,22,35,943,848,908
3224,Typhoid,FOOD/WATER-BORNE DISEASES,2024,34,0,1,1,35,45,45
3225,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,34,1,0,0,11,6,10
3226,Dengue Fever,VECTOR-BORNE DISEASES,2024,34,186,197,474,11280,5951,10676
3227,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,34,0,1,1,35,4,33
3228,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,34,0,0,0,1,0,0
3229,Leptospirosis,VECTOR-BORNE DISEASES,2024,34,1,0,1,32,42,22
3230,Malaria,VECTOR-BORNE DISEASES,2024,34,3,0,0,17,13,10
3231,Murine Typhus,VECTOR-BORNE DISEASES,2024,34,0,1,0,50,8,5
3232,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,34,0,0,0,0,0,0
3233,Plague,VECTOR-BORNE DISEASES,2024,34,0,0,0,0,0,0
3234,Yellow Fever,VECTOR-BORNE DISEASES,2024,34,0,0,0,0,0,0
3235,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,34,1,0,0,10,24,4
3236,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,34,0,0,0,0,0,0
3237,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,34,0,0,0,0,0,0
3238,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,34,0,0,0,0,0,0
3239,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,34,0,0,0,0,0,1
3240,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,34,0,2,1,21,13,13
3241,Measles,AIR/DROPLET-BORNE DISEASES,2024,34,0,0,0,8,6,6
3242,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,34,5,0,0,41,24,24
3243,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,34,0,0,0,1,3,3
3244,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,34,0,0,0,0,0,0
3245,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,34,0,0,,13,7,
3246,Mumps,AIR/DROPLET-BORNE DISEASES,2024,34,8,3,3,172,111,126
3247,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,34,4,0,0,73,13,11
3248,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,34,2,1,1,77,87,38
3249,Rubella,AIR/DROPLET-BORNE DISEASES,2024,34,0,0,0,0,0,0
3250,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,34,0,0,0,0,0,0
3251,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,34,0,0,0,1,1,0
3252,Acute Hepatitis B,OTHER DISEASES,2024,34,0,1,1,29,23,23
3253,Acute Hepatitis C,OTHER DISEASES,2024,34,0,0,0,9,7,11
3254,Botulism,OTHER DISEASES,2024,34,0,0,0,0,0,0
3255,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,35,2,3,0,36,30,19
3256,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,35,0,0,0,24,40,30
3257,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,35,4,11,10,332,287,332
3258,Cholera,FOOD/WATER-BORNE DISEASES,2024,35,0,0,0,3,0,0
3259,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,35,0,0,0,14,8,8
3260,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,35,0,0,0,0,0,0
3261,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,35,42,20,27,985,868,947
3262,Typhoid,FOOD/WATER-BORNE DISEASES,2024,35,1,0,0,36,45,45
3263,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,35,0,2,0,11,8,10
3264,Dengue Fever,VECTOR-BORNE DISEASES,2024,35,179,213,412,11458,6164,11088
3265,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,35,0,0,1,35,4,37
3266,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,35,0,0,0,1,0,0
3267,Leptospirosis,VECTOR-BORNE DISEASES,2024,35,1,2,0,33,44,22
3268,Malaria,VECTOR-BORNE DISEASES,2024,35,0,2,0,17,15,12
3269,Murine Typhus,VECTOR-BORNE DISEASES,2024,35,5,0,0,55,8,5
3270,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,35,0,0,0,0,0,0
3271,Plague,VECTOR-BORNE DISEASES,2024,35,0,0,0,0,0,0
3272,Yellow Fever,VECTOR-BORNE DISEASES,2024,35,0,0,0,0,0,0
3273,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,35,0,0,0,10,24,4
3274,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,35,0,0,0,0,0,0
3275,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,35,0,0,0,0,0,0
3276,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,35,0,0,0,0,0,0
3277,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,35,0,0,0,0,0,1
3278,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,35,1,1,0,22,14,13
3279,Measles,AIR/DROPLET-BORNE DISEASES,2024,35,0,0,0,8,6,6
3280,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,35,0,2,1,41,26,24
3281,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,35,0,0,0,1,3,3
3282,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,35,0,0,0,0,0,0
3283,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,35,1,0,,14,7,
3284,Mumps,AIR/DROPLET-BORNE DISEASES,2024,35,4,4,4,176,115,128
3285,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,35,2,2,0,75,15,11
3286,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,35,2,2,1,79,89,38
3287,Rubella,AIR/DROPLET-BORNE DISEASES,2024,35,0,0,0,0,0,0
3288,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,35,0,0,0,0,0,0
3289,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,35,0,0,0,1,1,0
3290,Acute Hepatitis B,OTHER DISEASES,2024,35,0,1,1,29,24,24
3291,Acute Hepatitis C,OTHER DISEASES,2024,35,0,0,0,9,7,11
3292,Botulism,OTHER DISEASES,2024,35,1,1,0,1,1,0
3293,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,36,3,3,1,39,33,21
3294,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,36,1,0,2,25,40,32
3295,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,36,13,7,7,345,294,338
3296,Cholera,FOOD/WATER-BORNE DISEASES,2024,36,0,0,0,3,0,0
3297,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,36,1,0,0,15,8,8
3298,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,36,0,0,0,0,0,0
3299,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,36,26,28,34,1011,896,971
3300,Typhoid,FOOD/WATER-BORNE DISEASES,2024,36,0,1,1,36,46,46
3301,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,36,0,0,1,11,8,11
3302,Dengue Fever,VECTOR-BORNE DISEASES,2024,36,189,261,326,11647,6425,11414
3303,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,36,1,0,1,36,4,38
3304,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,36,0,0,0,1,0,0
3305,Leptospirosis,VECTOR-BORNE DISEASES,2024,36,0,4,0,33,48,22
3306,Malaria,VECTOR-BORNE DISEASES,2024,36,0,0,0,17,15,13
3307,Murine Typhus,VECTOR-BORNE DISEASES,2024,36,0,0,0,55,8,5
3308,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,36,0,0,0,0,0,0
3309,Plague,VECTOR-BORNE DISEASES,2024,36,0,0,0,0,0,0
3310,Yellow Fever,VECTOR-BORNE DISEASES,2024,36,0,0,0,0,0,0
3311,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,36,0,0,0,10,24,4
3312,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,36,0,0,0,0,0,0
3313,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,36,0,0,0,0,0,0
3314,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,36,0,0,0,0,0,0
3315,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,36,0,0,0,0,0,1
3316,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,36,0,0,0,22,14,13
3317,Measles,AIR/DROPLET-BORNE DISEASES,2024,36,0,0,0,8,6,6
3318,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,36,1,3,2,42,29,27
3319,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,36,0,0,0,1,3,3
3320,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,36,0,0,0,0,0,0
3321,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,36,1,1,,15,8,
3322,Mumps,AIR/DROPLET-BORNE DISEASES,2024,36,8,2,4,184,117,132
3323,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,36,1,0,0,76,15,11
3324,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,36,2,1,1,81,90,39
3325,Rubella,AIR/DROPLET-BORNE DISEASES,2024,36,0,0,0,0,0,0
3326,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,36,0,0,0,0,0,0
3327,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,36,0,0,0,1,1,0
3328,Acute Hepatitis B,OTHER DISEASES,2024,36,0,0,0,29,24,24
3329,Acute Hepatitis C,OTHER DISEASES,2024,36,0,0,0,9,7,11
3330,Botulism,OTHER DISEASES,2024,36,0,0,0,1,1,0
3331,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,37,1,0,0,40,33,21
3332,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,37,0,1,1,25,41,35
3333,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,37,15,11,10,360,305,346
3334,Cholera,FOOD/WATER-BORNE DISEASES,2024,37,0,0,0,3,0,0
3335,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,37,0,0,0,15,8,8
3336,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,37,0,0,0,0,0,0
3337,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,37,23,24,24,1034,920,989
3338,Typhoid,FOOD/WATER-BORNE DISEASES,2024,37,2,1,1,38,47,47
3339,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,37,0,0,1,11,8,12
3340,Dengue Fever,VECTOR-BORNE DISEASES,2024,37,200,330,330,11847,6755,11728
3341,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,37,2,0,0,38,4,38
3342,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,37,0,0,0,1,0,0
3343,Leptospirosis,VECTOR-BORNE DISEASES,2024,37,0,0,0,33,48,22
3344,Malaria,VECTOR-BORNE DISEASES,2024,37,0,1,1,17,16,13
3345,Murine Typhus,VECTOR-BORNE DISEASES,2024,37,0,0,0,55,8,6
3346,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,37,0,0,0,0,0,0
3347,Plague,VECTOR-BORNE DISEASES,2024,37,0,0,0,0,0,0
3348,Yellow Fever,VECTOR-BORNE DISEASES,2024,37,0,0,0,0,0,0
3349,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,37,0,2,0,10,26,4
3350,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,37,0,0,0,0,0,0
3351,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,37,0,0,0,0,0,0
3352,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,37,0,0,0,0,0,0
3353,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,37,0,0,0,0,0,1
3354,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,37,0,0,1,22,14,13
3355,Measles,AIR/DROPLET-BORNE DISEASES,2024,37,0,0,0,8,6,6
3356,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,37,1,1,0,43,30,28
3357,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,37,0,0,0,1,3,3
3358,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,37,0,0,0,0,0,0
3359,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,37,0,2,,15,10,
3360,Mumps,AIR/DROPLET-BORNE DISEASES,2024,37,2,4,6,186,121,139
3361,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,37,2,0,0,78,15,11
3362,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,37,3,2,2,84,92,39
3363,Rubella,AIR/DROPLET-BORNE DISEASES,2024,37,0,0,0,0,0,0
3364,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,37,0,0,0,0,0,0
3365,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,37,0,0,0,1,1,0
3366,Acute Hepatitis B,OTHER DISEASES,2024,37,0,0,0,29,24,24
3367,Acute Hepatitis C,OTHER DISEASES,2024,37,0,0,0,9,7,11
3368,Botulism,OTHER DISEASES,2024,37,0,0,0,0,1,0
3369,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,38,1,1,1,41,34,22
3370,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,38,4,0,0,29,41,36
3371,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,38,7,12,9,367,317,355
3372,Cholera,FOOD/WATER-BORNE DISEASES,2024,38,0,0,0,3,0,0
3373,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,38,0,0,0,15,8,8
3374,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,38,0,0,0,0,0,0
3375,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,38,38,20,20,1072,940,1008
3376,Typhoid,FOOD/WATER-BORNE DISEASES,2024,38,0,0,0,38,47,47
3377,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,38,1,0,0,12,8,12
3378,Dengue Fever,VECTOR-BORNE DISEASES,2024,38,182,302,302,12029,7057,12027
3379,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,38,0,0,0,38,4,38
3380,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,38,0,0,0,1,0,0
3381,Leptospirosis,VECTOR-BORNE DISEASES,2024,38,1,0,0,34,48,22
3382,Malaria,VECTOR-BORNE DISEASES,2024,38,1,0,0,18,16,13
3383,Murine Typhus,VECTOR-BORNE DISEASES,2024,38,0,0,0,55,8,6
3384,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,38,0,0,0,0,0,0
3385,Plague,VECTOR-BORNE DISEASES,2024,38,0,0,0,0,0,0
3386,Yellow Fever,VECTOR-BORNE DISEASES,2024,38,0,0,0,0,0,0
3387,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,38,0,0,0,10,26,4
3388,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,38,0,0,0,0,0,0
3389,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,38,0,0,0,0,0,0
3390,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,38,0,0,0,0,0,0
3391,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,38,0,0,0,0,0,1
3392,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,38,2,0,0,24,14,13
3393,Measles,AIR/DROPLET-BORNE DISEASES,2024,38,0,0,0,8,6,6
3394,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,38,1,0,0,44,30,28
3395,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,38,0,0,0,1,3,3
3396,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,38,0,0,0,0,0,0
